"year","locationdesc","locationabbr","sex","shortquestiontext","questioncode","greater_risk_data_value","greater_risk_low_confidence_limit","greater_risk_high_confidence_limit","sample_size"
"2013","Nevada","NV","Total","Considered suicide","H26","18.8535","16.8714","21.0097","2117"
"2013","New York","NY","Female","Sad or hopeless","H25","31.4243","28.3069","34.7189","5397"
"2013","New York","NY","Female","Considered suicide","H26","17.9986","15.5521","20.7354","5383"
"2013","New York","NY","Male","Sad or hopeless","H25","16.3618","14.237","18.7346","5014"
"2013","New York","NY","Male","Considered suicide","H26","9.5377","7.8689","11.5162","5007"
"2013","New York","NY","Total","Sad or hopeless","H25","23.7583","21.5221","26.1494","10452"
"2013","New York","NY","Total","Considered suicide","H26","13.7064","11.9784","15.6395","10436"
"2013","Ohio","OH","Female","Sad or hopeless","H25","35.2262","31.4992","39.1423","783"
"2013","Ohio","OH","Female","Considered suicide","H26","18.3142","15.3757","21.6704","782"
"2013","Ohio","OH","Male","Sad or hopeless","H25","16.7421","13.8249","20.131","643"
"2013","Ohio","OH","Male","Considered suicide","H26","10.4769","8.4282","12.9532","638"
"2013","Ohio","OH","Total","Sad or hopeless","H25","25.7846","23.2157","28.5322","1434"
"2013","Ohio","OH","Total","Considered suicide","H26","14.2988","12.1767","16.7202","1428"
"2013","Oklahoma","OK","Female","Sad or hopeless","H25","35.2026","31.3874","39.2166","732"
"2013","Oklahoma","OK","Female","Considered suicide","H26","20.1881","16.9038","23.9267","731"
"2013","Oklahoma","OK","Male","Sad or hopeless","H25","19.7566","16.1944","23.879","739"
"2013","Oklahoma","OK","Male","Considered suicide","H26","11.4456","9.6799","13.4853","738"
"2013","Oklahoma","OK","Total","Sad or hopeless","H25","27.3127","24.3732","30.4639","1472"
"2013","Oklahoma","OK","Total","Considered suicide","H26","15.7083","13.7744","17.8575","1470"
"2013","Rhode Island","RI","Female","Sad or hopeless","H25","34.9875","30.7516","39.4744","1273"
"2013","Rhode Island","RI","Female","Considered suicide","H26","18.3331","14.56","22.8229","1268"
"2013","Rhode Island","RI","Male","Sad or hopeless","H25","16.496","14.0065","19.3285","1136"
"2013","Rhode Island","RI","Male","Considered suicide","H26","9.5196","7.4631","12.0689","1139"
"2013","Rhode Island","RI","Total","Sad or hopeless","H25","25.7526","23.7038","27.9137","2420"
"2013","Rhode Island","RI","Total","Considered suicide","H26","13.9404","11.3828","16.9626","2416"
"2013","South Carolina","SC","Female","Sad or hopeless","H25","33.7621","29.1524","38.7026","831"
"2013","South Carolina","SC","Female","Considered suicide","H26","17.4373","13.7542","21.8567","830"
"2013","South Carolina","SC","Male","Sad or hopeless","H25","19.6774","16.7427","22.9845","753"
"2013","South Carolina","SC","Male","Considered suicide","H26","9.1154","7.4212","11.1498","748"
"2013","South Carolina","SC","Total","Sad or hopeless","H25","26.6404","23.632","29.882","1590"
"2013","South Carolina","SC","Total","Considered suicide","H26","13.191","11.2582","15.398","1582"
"2013","South Dakota","SD","Female","Sad or hopeless","H25","27.4315","22.8834","32.5025","642"
"2013","South Dakota","SD","Female","Considered suicide","H26","20.2517","16.0503","25.2224","644"
"2013","South Dakota","SD","Male","Sad or hopeless","H25","16.4308","13.7237","19.5508","656"
"2013","South Dakota","SD","Male","Considered suicide","H26","11.859","9.184","15.183","656"
"2013","South Dakota","SD","Total","Sad or hopeless","H25","21.9951","19.1893","25.0838","1300"
"2013","South Dakota","SD","Total","Considered suicide","H26","15.987","13.0288","19.4665","1302"
"2013","Tennessee","TN","Female","Sad or hopeless","H25","34.4047","30.8271","38.1685","975"
"2013","Tennessee","TN","Female","Considered suicide","H26","19.0635","15.9238","22.6555","977"
"2013","Tennessee","TN","Male","Sad or hopeless","H25","22.4821","19.6868","25.5481","893"
"2013","Tennessee","TN","Male","Considered suicide","H26","11.6419","9.9407","13.5903","892"
"2013","Tennessee","TN","Total","Sad or hopeless","H25","28.309","25.9107","30.8369","1874"
"2013","Tennessee","TN","Total","Considered suicide","H26","15.2404","13.2949","17.4133","1876"
"2013","Texas","TX","Female","Sad or hopeless","H25","36.7795","32.9305","40.8046","1579"
"2013","Texas","TX","Female","Considered suicide","H26","21.0824","18.7187","23.6578","1589"
"2013","Texas","TX","Male","Sad or hopeless","H25","20.1774","18.3039","22.1906","1552"
"2013","Texas","TX","Male","Considered suicide","H26","12.4469","10.564","14.6105","1567"
"2013","Texas","TX","Total","Sad or hopeless","H25","28.3247","25.9707","30.8034","3131"
"2013","Texas","TX","Total","Considered suicide","H26","16.6827","15.1356","18.3538","3156"
"2013","Utah","UT","Female","Sad or hopeless","H25","31.9696","27.4995","36.7975","1137"
"2013","Utah","UT","Female","Considered suicide","H26","17.3866","14.5577","20.6326","1146"
"2013","Utah","UT","Male","Sad or hopeless","H25","19.7294","17.2618","22.4541","1013"
"2013","Utah","UT","Male","Considered suicide","H26","13.5429","11.6432","15.6973","1029"
"2013","Utah","UT","Total","Sad or hopeless","H25","25.6714","22.7622","28.8137","2157"
"2013","Utah","UT","Total","Considered suicide","H26","15.4614","13.7604","17.3303","2183"
"2013","Virginia","VA","Female","Sad or hopeless","H25","33.778","31.8398","35.7723","3474"
"2013","Virginia","VA","Female","Considered suicide","H26","19.1877","17.6058","20.8758","3455"
"2013","Virginia","VA","Male","Sad or hopeless","H25","17.6111","16.0499","19.2894","3356"
"2013","Virginia","VA","Male","Considered suicide","H26","10.4298","9.3182","11.657","3347"
"2013","Virginia","VA","Total","Sad or hopeless","H25","25.6644","24.3137","27.0633","6854"
"2013","Virginia","VA","Total","Considered suicide","H26","14.7477","13.77","15.7822","6826"
"2013","Vermont","VT","Female","Sad or hopeless","H25","31.4926","29.2374","33.8386","3232"
"2013","Vermont","VT","Male","Sad or hopeless","H25","15.4172","13.9005","17.0666","3241"
"2013","Vermont","VT","Total","Sad or hopeless","H25","23.2257","21.7187","24.8041","6541"
"2013","Wisconsin","WI","Female","Sad or hopeless","H25","32.937","29.1896","36.9147","1431"
"2013","Wisconsin","WI","Female","Considered suicide","H26","16.2029","13.7856","18.951","1432"
"2013","Wisconsin","WI","Male","Sad or hopeless","H25","16.5535","14.0672","19.38","1388"
"2013","Wisconsin","WI","Male","Considered suicide","H26","10.1809","7.8528","13.101","1389"
"2013","Wisconsin","WI","Total","Sad or hopeless","H25","24.6067","21.8321","27.6095","2826"
"2013","Wisconsin","WI","Total","Considered suicide","H26","13.1607","11.2","15.405","2828"
"2013","West Virginia","WV","Female","Sad or hopeless","H25","35.3283","31.6427","39.1969","949"
"2013","West Virginia","WV","Female","Considered suicide","H26","20.4777","16.9514","24.521","947"
"2013","West Virginia","WV","Male","Sad or hopeless","H25","19.9556","16.5413","23.8731","834"
"2013","West Virginia","WV","Male","Considered suicide","H26","10.2277","7.8307","13.2528","834"
"2013","West Virginia","WV","Total","Sad or hopeless","H25","27.5382","24.9523","30.2839","1790"
"2013","West Virginia","WV","Total","Considered suicide","H26","15.3796","12.9941","18.1117","1788"
"2013","Wyoming","WY","Female","Sad or hopeless","H25","34.6792","31.8146","37.6593","1554"
"2013","Wyoming","WY","Female","Considered suicide","H26","21.3862","19.1001","23.8653","1554"
"2013","Wyoming","WY","Male","Sad or hopeless","H25","19.9015","17.8746","22.0965","1441"
"2013","Wyoming","WY","Male","Considered suicide","H26","11.983","10.2615","13.9484","1438"
"2013","Wyoming","WY","Total","Sad or hopeless","H25","27.22","25.2573","29.2756","3008"
"2013","Wyoming","WY","Total","Considered suicide","H26","16.6541","15.1259","18.3034","3004"
"2015","Alaska","AK","Female","Sad or hopeless","H25","42.7306","37.4219","48.2122","698"
"2015","Alaska","AK","Female","Considered suicide","H26","23.2944","19.5586","27.4998","696"
"2015","Alaska","AK","Male","Sad or hopeless","H25","25.0485","21.6157","28.826","706"
"2015","Alaska","AK","Male","Considered suicide","H26","17.0071","14.0759","20.4038","703"
"2015","Alaska","AK","Total","Sad or hopeless","H25","33.6411","30.0769","37.4016","1408"
"2015","Alaska","AK","Total","Considered suicide","H26","20.1447","17.2359","23.4056","1403"
"2015","Alabama","AL","Female","Sad or hopeless","H25","38.1371","33.7696","42.7053","737"
"2015","Alabama","AL","Female","Considered suicide","H26","23.0558","18.6113","28.194","739"
"2015","Alabama","AL","Male","Sad or hopeless","H25","20.5034","17.5945","23.7547","792"
"2015","Alabama","AL","Male","Considered suicide","H26","11.7894","9.4547","14.6076","786"
"2015","Alabama","AL","Total","Sad or hopeless","H25","29.3428","26.21","32.6842","1536"
"2015","Alabama","AL","Total","Considered suicide","H26","17.5157","14.5399","20.9513","1529"
"2015","Arkansas","AR","Female","Sad or hopeless","H25","38.0835","35.3301","40.9158","1480"
"2015","Arkansas","AR","Female","Considered suicide","H26","23.1862","20.6284","25.9574","1481"
"2015","Arkansas","AR","Male","Sad or hopeless","H25","23.4172","18.4411","29.2544","1304"
"2015","Arkansas","AR","Male","Considered suicide","H26","14.3898","10.7273","19.036","1296"
"2015","Arkansas","AR","Total","Sad or hopeless","H25","30.6612","27.6246","33.8753","2799"
"2015","Arkansas","AR","Total","Considered suicide","H26","18.9271","16.6355","21.4531","2788"
"2015","Arizona","AZB","Female","Sad or hopeless","H25","43.9534","39.9567","48.03","1368"
"2015","Arizona","AZB","Female","Considered suicide","H26","23.4792","20.1542","27.1661","1387"
"2015","Arizona","AZB","Male","Sad or hopeless","H25","24.5997","20.8443","28.7856","1131"
"2015","Arizona","AZB","Male","Considered suicide","H26","13.1845","10.5147","16.4078","1146"
"2015","Arizona","AZB","Total","Sad or hopeless","H25","34.1947","30.7427","37.8227","2520"
"2015","Arizona","AZB","Total","Considered suicide","H26","18.5573","16.2799","21.0732","2555"
"2015","California","CA","Female","Sad or hopeless","H25","38.7833","35.4159","42.2612","992"
"2015","California","CA","Female","Considered suicide","H26","24.0289","20.1627","28.3729","991"
"2015","California","CA","Male","Sad or hopeless","H25","20.9358","19.1032","22.8945","923"
"2015","California","CA","Male","Considered suicide","H26","11.8709","8.4129","16.4943","922"
"2015","California","CA","Total","Sad or hopeless","H25","29.7347","26.858","32.7814","1928"
"2015","California","CA","Total","Considered suicide","H26","17.8942","14.3537","22.0828","1925"
"2015","Connecticut","CT","Female","Sad or hopeless","H25","34.6945","30.9093","38.6837","1185"
"2015","Connecticut","CT","Female","Considered suicide","H26","16.2745","13.7309","19.1844","1186"
"2015","Connecticut","CT","Male","Sad or hopeless","H25","18.544","15.8651","21.5593","1155"
"2015","Connecticut","CT","Male","Considered suicide","H26","10.372","8.5945","12.4669","1164"
"2015","Connecticut","CT","Total","Sad or hopeless","H25","26.6237","23.9239","29.51","2352"
"2015","Connecticut","CT","Total","Considered suicide","H26","13.39","11.8601","15.0835","2361"
"2015","Delaware","DE","Female","Sad or hopeless","H25","32.4739","29.2839","35.8354","1381"
"2015","Delaware","DE","Female","Considered suicide","H26","17.5132","14.7892","20.6175","1378"
"2015","Delaware","DE","Male","Sad or hopeless","H25","15.3015","13.1547","17.7271","1299"
"2015","Delaware","DE","Male","Considered suicide","H26","9.9902","8.3769","11.8739","1292"
"2015","Delaware","DE","Total","Sad or hopeless","H25","24.2489","22.1425","26.4874","2718"
"2015","Delaware","DE","Total","Considered suicide","H26","14.0318","12.6826","15.499","2710"
"2015","Florida","FL","Female","Sad or hopeless","H25","35.3951","33.2368","37.6145","3177"
"2015","Florida","FL","Female","Considered suicide","H26","17.9347","16.679","19.2631","3167"
"2015","Florida","FL","Male","Sad or hopeless","H25","17.3109","15.6183","19.1452","3045"
"2015","Florida","FL","Male","Considered suicide","H26","9.4945","8.3319","10.8002","3044"
"2015","Florida","FL","Total","Sad or hopeless","H25","26.395","24.959","27.8829","6296"
"2015","Florida","FL","Total","Considered suicide","H26","13.8328","12.9968","14.7135","6287"
"2015","Hawaii","HI","Female","Sad or hopeless","H25","36.2145","33.506","39.0134","2987"
"2015","Hawaii","HI","Female","Considered suicide","H26","20.1016","17.849","22.5604","2978"
"2015","Hawaii","HI","Male","Sad or hopeless","H25","22.4468","20.3896","24.6472","2923"
"2015","Hawaii","HI","Male","Considered suicide","H26","11.6825","9.8302","13.8304","2908"
"2015","Hawaii","HI","Total","Sad or hopeless","H25","29.5193","27.6721","31.4362","5955"
"2015","Hawaii","HI","Total","Considered suicide","H26","16.0246","14.181","18.0575","5927"
"2015","Idaho","ID","Female","Sad or hopeless","H25","42.722","38.9912","46.5374","880"
"2015","Idaho","ID","Female","Considered suicide","H26","27.1766","23.728","30.9232","877"
"2015","Idaho","ID","Male","Sad or hopeless","H25","21.2432","18.3048","24.5117","865"
"2015","Idaho","ID","Male","Considered suicide","H26","12.8589","10.5498","15.5853","866"
"2015","Idaho","ID","Total","Sad or hopeless","H25","31.6362","29.1126","34.2727","1752"
"2015","Idaho","ID","Total","Considered suicide","H26","19.7959","17.4871","22.327","1751"
"2015","Illinois","IL","Female","Sad or hopeless","H25","36.8233","32.5568","41.3065","1595"
"2015","Illinois","IL","Female","Considered suicide","H26","18.8465","15.7689","22.3652","1619"
"2015","Illinois","IL","Male","Sad or hopeless","H25","21.7035","18.1894","25.6834","1579"
"2015","Illinois","IL","Male","Considered suicide","H26","12.8863","10.0172","16.4271","1589"
"2015","Illinois","IL","Total","Sad or hopeless","H25","29.2715","26.0708","32.6915","3190"
"2015","Illinois","IL","Total","Considered suicide","H26","15.907","13.8533","18.2009","3222"
"2015","Indiana","IN","Female","Sad or hopeless","H25","39.1535","33.6014","45.0012","970"
"2015","Indiana","IN","Female","Considered suicide","H26","25.9507","22.2171","30.0692","994"
"2015","Indiana","IN","Male","Sad or hopeless","H25","19.814","17.537","22.3067","883"
"2015","Indiana","IN","Male","Considered suicide","H26","13.6501","10.4681","17.6091","898"
"2015","Indiana","IN","Total","Sad or hopeless","H25","29.3499","26.958","31.8615","1864"
"2015","Indiana","IN","Total","Considered suicide","H26","19.7687","17.9435","21.7304","1903"
"2015","Kentucky","KY","Female","Sad or hopeless","H25","42.5129","37.2413","47.9604","1304"
"2015","Kentucky","KY","Female","Considered suicide","H26","20.6324","16.9151","24.9215","1312"
"2015","Kentucky","KY","Male","Sad or hopeless","H25","20.5474","17.47","24.0093","1221"
"2015","Kentucky","KY","Male","Considered suicide","H26","10.6306","8.5816","13.0987","1218"
"2015","Kentucky","KY","Total","Sad or hopeless","H25","31.3481","28.0171","34.8832","2543"
"2015","Kentucky","KY","Total","Considered suicide","H26","15.6932","13.7671","17.8331","2544"
"2015","Massachusetts","MA","Female","Sad or hopeless","H25","34.8306","32.0714","37.6954","1546"
"2015","Massachusetts","MA","Female","Considered suicide","H26","17.4279","15.2377","19.8591","1547"
"2015","Massachusetts","MA","Male","Sad or hopeless","H25","19.9156","17.5038","22.5689","1523"
"2015","Massachusetts","MA","Male","Considered suicide","H26","12.1824","10.3621","14.2715","1517"
"2015","Massachusetts","MA","Total","Sad or hopeless","H25","27.4164","25.5145","29.4042","3084"
"2015","Massachusetts","MA","Total","Considered suicide","H26","14.8675","13.0853","16.8453","3080"
"2015","Maryland","MD","Female","Sad or hopeless","H25","35.0287","34.1927","35.874","27722"
"2015","Maryland","MD","Female","Considered suicide","H26","20.7048","20.0874","21.3362","27609"
"2015","Maryland","MD","Male","Sad or hopeless","H25","18.6926","18.1351","19.2632","26566"
"2015","Maryland","MD","Male","Considered suicide","H26","10.8816","10.4278","11.3525","26453"
"2015","Maryland","MD","Total","Sad or hopeless","H25","26.8466","26.2682","27.433","54595"
"2015","Maryland","MD","Total","Considered suicide","H26","15.8592","15.4243","16.304","54379"
"2015","Maine","ME","Female","Sad or hopeless","H25","35.4628","33.5081","37.4673","4717"
"2015","Maine","ME","Female","Considered suicide","H26","19.8185","18.5256","21.1783","4702"
"2015","Maine","ME","Male","Sad or hopeless","H25","17.7764","16.6396","18.9732","4696"
"2015","Maine","ME","Male","Considered suicide","H26","10.5254","9.3027","11.8877","4692"
"2015","Maine","ME","Total","Sad or hopeless","H25","26.4411","25.2993","27.6155","9484"
"2015","Maine","ME","Total","Considered suicide","H26","15.1535","14.0546","16.3219","9464"
"2015","Michigan","MI","Female","Sad or hopeless","H25","40.7376","35.6401","46.0426","2512"
"2015","Michigan","MI","Female","Considered suicide","H26","21.4365","18.7486","24.394","2501"
"2015","Michigan","MI","Male","Sad or hopeless","H25","22.6528","20.0036","25.5408","2209"
"2015","Michigan","MI","Male","Considered suicide","H26","13.0486","11.3494","14.9594","2204"
"2015","Michigan","MI","Total","Sad or hopeless","H25","31.6692","28.6165","34.8884","4735"
"2015","Michigan","MI","Total","Considered suicide","H26","17.2927","15.9339","18.7414","4719"
"2015","Missouri","MO","Female","Sad or hopeless","H25","31.2923","26.2002","36.8796","682"
"2015","Missouri","MO","Female","Considered suicide","H26","18.8719","15.3534","22.9778","680"
"2015","Missouri","MO","Male","Sad or hopeless","H25","23.6219","19.3808","28.4635","786"
"2015","Missouri","MO","Male","Considered suicide","H26","13.2403","10.0963","17.1763","785"
"2015","Missouri","MO","Total","Sad or hopeless","H25","27.5323","23.6007","31.8458","1477"
"2015","Missouri","MO","Total","Considered suicide","H26","16.2061","13.8562","18.8671","1471"
"2015","Mississippi","MS","Female","Sad or hopeless","H25","38.3265","35.1623","41.5928","1095"
"2015","Mississippi","MS","Female","Considered suicide","H26","20.9321","18.483","23.6116","1091"
"2015","Mississippi","MS","Male","Sad or hopeless","H25","20.1029","16.3582","24.4542","959"
"2015","Mississippi","MS","Male","Considered suicide","H26","13.0497","10.6745","15.8595","961"
"2015","Mississippi","MS","Total","Sad or hopeless","H25","29.4914","26.5445","32.6202","2074"
"2015","Mississippi","MS","Total","Considered suicide","H26","16.9906","15.4772","18.6194","2070"
"2015","Montana","MT","Female","Sad or hopeless","H25","38.7621","36.1655","41.4242","2188"
"2015","Montana","MT","Female","Considered suicide","H26","25.4907","23.4272","27.6702","2185"
"2015","Montana","MT","Male","Sad or hopeless","H25","20.4494","18.7391","22.2731","2261"
"2015","Montana","MT","Male","Considered suicide","H26","12.6833","11.2576","14.2604","2260"
"2015","Montana","MT","Total","Sad or hopeless","H25","29.2705","27.6758","30.9178","4464"
"2015","Montana","MT","Total","Considered suicide","H26","18.8432","17.6101","20.1416","4460"
"2015","North Carolina","NC","Female","Sad or hopeless","H25","35.2246","30.3271","40.4538","2992"
"2015","North Carolina","NC","Female","Considered suicide","H26","20.4756","17.2563","24.1205","3022"
"2015","North Carolina","NC","Male","Sad or hopeless","H25","17.4947","14.7185","20.6677","2954"
"2015","North Carolina","NC","Male","Considered suicide","H26","10.7005","8.6569","13.1569","2996"
"2015","North Carolina","NC","Total","Sad or hopeless","H25","26.3513","23.5343","29.376","5979"
"2015","North Carolina","NC","Total","Considered suicide","H26","15.9438","13.7599","18.4005","6052"
"2015","North Dakota","ND","Female","Sad or hopeless","H25","35.2065","32.124","38.4175","1047"
"2015","North Dakota","ND","Female","Considered suicide","H26","20.4432","17.6029","23.6106","1047"
"2015","North Dakota","ND","Male","Sad or hopeless","H25","19.6134","17.1235","22.3676","1068"
"2015","North Dakota","ND","Male","Considered suicide","H26","12.1971","10.0325","14.7522","1067"
"2015","North Dakota","ND","Total","Sad or hopeless","H25","27.2105","25.1297","29.396","2118"
"2015","North Dakota","ND","Total","Considered suicide","H26","16.1869","14.2102","18.3797","2117"
"2015","Nebraska","NE","Female","Sad or hopeless","H25","31.4325","26.7225","36.5585","764"
"2015","Nebraska","NE","Female","Considered suicide","H26","17.953","14.6328","21.8337","781"
"2015","Nebraska","NE","Male","Sad or hopeless","H25","17.0734","14.1455","20.4629","746"
"2015","Nebraska","NE","Male","Considered suicide","H26","11.2969","9.1971","13.8033","766"
"2015","Nebraska","NE","Total","Sad or hopeless","H25","24.1443","21.2497","27.2964","1515"
"2015","Nebraska","NE","Total","Considered suicide","H26","14.6449","12.7616","16.7528","1552"
"2015","New Hampshire","NH","Female","Sad or hopeless","H25","36.8708","34.7551","39.0382","7156"
"2015","New Hampshire","NH","Female","Considered suicide","H26","20.0858","18.7523","21.4889","6834"
"2015","New Hampshire","NH","Male","Sad or hopeless","H25","17.9491","16.7183","19.2496","7390"
"2015","New Hampshire","NH","Male","Considered suicide","H26","10.7348","9.8296","11.7125","7092"
"2015","New Hampshire","NH","Total","Sad or hopeless","H25","27.2386","26.1772","28.3265","14777"
"2015","New Hampshire","NH","Total","Considered suicide","H26","15.3469","14.497","16.2371","14150"
"2015","New Mexico","NM","Female","Sad or hopeless","H25","42.3103","39.9345","44.7221","4258"
"2015","New Mexico","NM","Female","Considered suicide","H26","21.3578","19.1243","23.7755","4258"
"2015","New Mexico","NM","Male","Sad or hopeless","H25","23.0013","21.2289","24.8751","4010"
"2015","New Mexico","NM","Male","Considered suicide","H26","11.5848","10.5743","12.6782","4007"
"2015","New Mexico","NM","Total","Sad or hopeless","H25","32.5375","30.7972","34.3274","8280"
"2015","New Mexico","NM","Total","Considered suicide","H26","16.4502","15.0699","17.9302","8278"
"2015","Nevada","NV","Female","Sad or hopeless","H25","44.2045","38.6954","49.86","731"
"2015","Nevada","NV","Female","Considered suicide","H26","23.8479","20.9375","27.0245","736"
"2015","Nevada","NV","Male","Sad or hopeless","H25","21.6072","19.3276","24.0754","701"
"2015","Nevada","NV","Male","Considered suicide","H26","10.6325","7.8603","14.2314","699"
"2015","Nevada","NV","Total","Sad or hopeless","H25","32.6961","29.9603","35.5548","1435"
"2015","Nevada","NV","Total","Considered suicide","H26","17.2485","14.8322","19.9661","1437"
"2015","New York","NY","Female","Sad or hopeless","H25","35.9658","33.3551","38.6623","5515"
"2015","New York","NY","Female","Considered suicide","H26","19.3884","16.9335","22.1044","5496"
"2015","New York","NY","Male","Sad or hopeless","H25","21.0421","18.7428","23.5418","4968"
"2015","New York","NY","Male","Considered suicide","H26","11.8005","9.6982","14.2864","4940"
"2015","New York","NY","Total","Sad or hopeless","H25","28.5541","26.0911","31.1516","10552"
"2015","New York","NY","Total","Considered suicide","H26","15.6625","13.7055","17.8412","10498"
"2015","Oklahoma","OK","Female","Sad or hopeless","H25","37.9316","33.2782","42.8181","766"
"2015","Oklahoma","OK","Female","Considered suicide","H26","19.8693","17.1776","22.8664","765"
"2015","Oklahoma","OK","Male","Sad or hopeless","H25","19.74","16.9701","22.8376","822"
"2015","Oklahoma","OK","Male","Considered suicide","H26","10.1959","7.3757","13.9323","821"
"2015","Oklahoma","OK","Total","Sad or hopeless","H25","28.8626","25.7894","32.1433","1595"
"2015","Oklahoma","OK","Total","Considered suicide","H26","15.053","12.8512","17.5561","1593"
"2015","Pennsylvania","PA","Female","Sad or hopeless","H25","36.6901","33.0841","40.4515","1424"
"2015","Pennsylvania","PA","Female","Considered suicide","H26","20.2518","18.1167","22.5692","1428"
"2015","Pennsylvania","PA","Male","Sad or hopeless","H25","19.1589","16.8378","21.7165","1422"
"2015","Pennsylvania","PA","Male","Considered suicide","H26","11.168","9.1564","13.5555","1430"
"2015","Pennsylvania","PA","Total","Sad or hopeless","H25","27.8148","25.2902","30.4886","2852"
"2015","Pennsylvania","PA","Total","Considered suicide","H26","15.6848","14.1699","17.3289","2862"
"2015","Rhode Island","RI","Female","Sad or hopeless","H25","35.8088","33.8767","37.7882","1739"
"2015","Rhode Island","RI","Female","Considered suicide","H26","19.3145","17.202","21.6188","1730"
"2015","Rhode Island","RI","Male","Sad or hopeless","H25","17.2111","14.7653","19.9671","1666"
"2015","Rhode Island","RI","Male","Considered suicide","H26","8.9243","7.2999","10.8679","1668"
"2015","Rhode Island","RI","Total","Sad or hopeless","H25","26.354","24.3029","28.5131","3418"
"2015","Rhode Island","RI","Total","Considered suicide","H26","14.0627","12.3672","15.9484","3410"
"2015","South Carolina","SC","Female","Sad or hopeless","H25","39.5518","33.7438","45.6703","692"
"2015","South Carolina","SC","Female","Considered suicide","H26","21.3176","16.908","26.5102","686"
"2015","South Carolina","SC","Male","Sad or hopeless","H25","20.4158","17.4718","23.7132","648"
"2015","South Carolina","SC","Male","Considered suicide","H26","13.317","10.3207","17.0181","641"
"2015","South Carolina","SC","Total","Sad or hopeless","H25","29.8841","26.1386","33.9199","1341"
"2015","South Carolina","SC","Total","Considered suicide","H26","17.2704","14.1867","20.8614","1328"
"2015","South Dakota","SD","Female","Sad or hopeless","H25","34.6646","27.6264","42.4442","667"
"2015","South Dakota","SD","Female","Considered suicide","H26","23.2552","17.6236","30.0303","665"
"2015","South Dakota","SD","Male","Sad or hopeless","H25","16.5216","12.6419","21.3014","630"
"2015","South Dakota","SD","Male","Considered suicide","H26","9.2697","6.4373","13.1728","628"
"2015","South Dakota","SD","Total","Sad or hopeless","H25","25.3998","20.9975","30.3703","1297"
"2015","South Dakota","SD","Total","Considered suicide","H26","16.114","12.3785","20.7104","1293"
"2015","Tennessee","TN","Female","Sad or hopeless","H25","38.0025","34.6169","41.5091","2082"
"2015","Tennessee","TN","Female","Considered suicide","H26","21.6696","19.0308","24.5633","2123"
"2015","Tennessee","TN","Male","Sad or hopeless","H25","18.5115","16.8245","20.3264","1908"
"2015","Tennessee","TN","Male","Considered suicide","H26","10.5993","9.2541","12.1139","1954"
"2015","Tennessee","TN","Total","Sad or hopeless","H25","27.9946","25.9592","30.1247","4006"
"2015","Tennessee","TN","Total","Considered suicide","H26","15.974","14.5035","17.563","4092"
"2015","Virginia","VA","Female","Sad or hopeless","H25","37.0938","34.5497","39.7116","2563"
"2015","Virginia","VA","Female","Considered suicide","H26","18.6009","16.3452","21.0896","2551"
"2015","Virginia","VA","Male","Sad or hopeless","H25","17.2804","15.2689","19.4958","2562"
"2015","Virginia","VA","Male","Considered suicide","H26","9.5946","8.131","11.2893","2563"
"2015","Virginia","VA","Total","Sad or hopeless","H25","26.9133","25.1435","28.7598","5155"
"2015","Virginia","VA","Total","Considered suicide","H26","13.9728","12.5821","15.4901","5144"
"2015","Vermont","VT","Female","Sad or hopeless","H25","33.547","32.638","34.4683","10207"
"2015","Vermont","VT","Male","Sad or hopeless","H25","15.4086","14.7229","16.1201","10442"
"2015","Vermont","VT","Total","Sad or hopeless","H25","24.3843","23.8074","24.9706","20932"
"2015","West Virginia","WV","Female","Sad or hopeless","H25","43.8078","38.7924","48.953","814"
"2015","West Virginia","WV","Female","Considered suicide","H26","22.7758","18.51","27.6907","813"
"2015","West Virginia","WV","Male","Sad or hopeless","H25","22.3834","18.53","26.7748","788"
"2015","West Virginia","WV","Male","Considered suicide","H26","14.7905","12.8462","16.9718","787"
"2015","West Virginia","WV","Total","Sad or hopeless","H25","32.8898","29.524","36.4409","1608"
"2015","West Virginia","WV","Total","Considered suicide","H26","18.6996","16.2983","21.3644","1606"
"2015","Wyoming","WY","Female","Sad or hopeless","H25","39.0587","35.3279","42.9221","1199"
"2015","Wyoming","WY","Female","Considered suicide","H26","24.6827","21.3219","28.382","1197"
"2015","Wyoming","WY","Male","Sad or hopeless","H25","22.7566","19.8969","25.8945","1198"
"2015","Wyoming","WY","Male","Considered suicide","H26","15.8553","13.2473","18.865","1198"
"2015","Wyoming","WY","Total","Sad or hopeless","H25","30.7879","28.2578","33.439","2409"
"2015","Wyoming","WY","Total","Considered suicide","H26","20.3003","18.0862","22.7103","2406"
"2017","Alaska","AK","Female","Sad or hopeless","H25","47.9554","43.0969","52.8528","630"
"2017","Alaska","AK","Female","Considered suicide","H26","28.8058","24.9223","33.0282","643"
"2017","Alaska","AK","Male","Sad or hopeless","H25","25.5227","21.7026","29.7597","649"
"2017","Alaska","AK","Male","Considered suicide","H26","17.418","14.0063","21.4534","673"
"2017","Alaska","AK","Total","Sad or hopeless","H25","36.1411","32.8925","39.5216","1284"
"2017","Alaska","AK","Total","Considered suicide","H26","22.8024","20.2657","25.5549","1321"
"2017","Arkansas","AR","Female","Sad or hopeless","H25","47.4474","41.0573","53.9223","816"
"2017","Arkansas","AR","Female","Considered suicide","H26","27.1373","24.5301","29.9117","827"
